57.397, -17.34397, -29.58575, 0, 1, 1159.999
57.357, -17.34357, -29.58507, 0, 1, 1159.999
57.417, -17.34357, -29.58507, 0, 1, 1159.999
57.417, -17.34397, -29.58575, 0, 1, 1159.999
57.457, -17.34357, -29.58507, 0, 1, 1159.999
57.417, -17.34397, -29.58575, 0, 1, 1159.999
57.357, -17.34417, -29.58609, 0, 1, 1159.999
57.336, -17.34377, -29.58541, 0, 1, 1159.999
57.417, -17.34417, -29.58609, 0, 1, 1159.999
57.417, -17.34397, -29.58575, 0, 1, 1159.999
57.397, -17.34417, -29.58609, 0, 1, 1159.999
57.377, -17.34377, -29.58541, 0, 1, 1159.999
57.397, -17.34276, -29.58370, 0, 1, 1159.999
57.437, -17.34417, -29.58609, 0, 1, 1159.999
57.377, -17.34397, -29.58575, 0, 1, 1159.999
57.397, -17.34336, -29.58472, 0, 1, 1159.999
57.397, -17.34417, -29.58609, 0, 1, 1159.999
57.357, -17.34417, -29.58609, 0, 1, 1159.999
57.417, -17.34397, -29.58575, 0, 1, 1159.999
57.417, -17.34417, -29.58609, 0, 1, 1159.999
57.377, -17.34457, -29.58678, 0, 1, 1159.999
57.377, -17.34336, -29.58472, 0, 1, 1159.999
57.397, -17.34397, -29.58575, 0, 1, 1159.999
57.377, -17.34397, -29.58575, 0, 1, 1159.999
57.417, -17.34336, -29.58472, 0, 1, 1159.999
57.417, -17.34417, -29.58609, 0, 1, 1159.999
57.397, -17.34417, -29.58609, 0, 1, 1159.999
57.397, -17.34397, -29.58575, 0, 1, 1159.999
57.417, -17.34397, -29.58575, 0, 1, 1159.999
57.417, -17.34357, -29.58507, 0, 1, 1159.999
57.357, -17.34397, -29.58575, 0, 1, 1159.999
57.417, -17.34357, -29.58507, 0, 1, 1159.999
44.221, -4.8664, -1.2865, 0, 1, 39.999
46.901, -6.12840, -4.8104, 0, 1, 159.999
47. 42, -7.14062, -4.8943, 0, 1, 159.999
58.445, -18.36445, -33.66201, 0, 1, 1320.  0
50.386, -10.20326, -10.20326, 0, 1, 400.  0
42.690, -2.4589, 0.517, 0, 1, 0.  0
44. 80, -2.4771, 0.554, 0, 1, 0.  0
43.818, -4.8221, -1.2688, 0, 1, 39.999
40. 10, 0.313, 0.  0, 1, 1, 0.  0
39.567, 0.291, 0.337, 1, 1, 0.  0
40.998, -1.2139, 0.113, 0, 1, 0.  0
41.421, -1.2280, 0.128, 0, 1, 0.  0
39.285, 0.774, 0.446, 1, 1, 0.  0
44.684, -4.8402, -1.2478, 0, 1, 39.999
43.959, -3.6375, -1.2012, 0, 1, 39.999
41. 38, -1.2078, 0.107, 0, 1, 0.  0
41.703, -1.2703, 0.170, 0, 1, 0.  0
42.710, -2.4710, 0.542, 0, 1, 0.  0
41.824, -1.2884, 0.188, 0, 1, 0.  0
40.736, 0.736, 0.  0, 1, 1, 0.  0
41. 78, -1.2038, 0.103, 0, 1, 0.  0
42.247, -2.4206, 0.441, 0, 1, 0.  0
42.609, -2.4509, 0.501, 0, 1, 0.  0
41.421, -1.2542, 0.154, 0, 1, 0.  0
40.836, -1.2078, 0.107, 0, 1, 0.  0
42.186, -2.4106, 0.421, 0, 1, 0.  0
42.871, -2.4952, 0.590, 0, 1, 0.  0
45.752, -5.10531, -2.4765, 0, 1, 79.999
42. 86, -2.4609, 0.521, 0, 1, 0.  0
34.531, 5.609, 3.715, 1, 1, 119.999
40.353, 0. 51, 0.544, 1, 1, 0.  0
44.100, -3.6838, -1.2151, 0, 1, 39.999
42.569, -3.6939, -1.2181, 0, 1, 39.999
40.192, 0.272, 0.  0, 1, 1, 0.  0
41. 78, 0.978, 0.  0, 1, 1, 0.  0
41.824, -1.2663, 0.166, 0, 1, 0.  0
41.642, -1.2723, 0.172, 0, 1, 0.  0
41.219, -1.2159, 0.115, 0, 1, 0.  0
41.783, -1.2884, 0.188, 0, 1, 0.  0
42.327, -2.4227, 0.445, 0, 1, 0.  0
42.146, -2.4005, 0.401, 0, 1, 0.  0
42.327, -1.2985, 0.198, 0, 1, 0.  0
41.985, -1.2985, 0.198, 0, 1, 0.  0
42.227, -2.4468, 0.493, 0, 1, 0.  0
42.327, -2.4368, 0.473, 0, 1, 0.  0
42. 45, -1.2985, 0.198, 0, 1, 0.  0
42.106, -2.4166, 0.433, 0, 1, 0.  0
41.582, -2.4247, 0.449, 0, 1, 0.  0
42.267, -2.4247, 0.449, 0, 1, 0.  0
42.307, -2.4347, 0.469, 0, 1, 0.  0
42. 65, -2.4045, 0.409, 0, 1, 0.  0
42.227, -2.4146, 0.429, 0, 1, 0.  0
42.247, -2.4327, 0.465, 0, 1, 0.  0
42.126, -2.4086, 0.417, 0, 1, 0.  0
42.287, -2.4227, 0.445, 0, 1, 0.  0
42.247, -2.4247, 0.449, 0, 1, 0.  0
42. 86, -2.4186, 0.437, 0, 1, 0.  0
42.227, -2.4206, 0.441, 0, 1, 0.  0
42.106, -2.4126, 0.425, 0, 1, 0.  0
42.307, -2.4287, 0.457, 0, 1, 0.  0
42.307, -2.4287, 0.457, 0, 1, 0.  0
42.146, -2.4045, 0.409, 0, 1, 0.  0
42.146, -2.4146, 0.429, 0, 1, 0.  0
42.166, -2.4186, 0.437, 0, 1, 0.  0
42.287, -2.4327, 0.465, 0, 1, 0.  0
42.146, -2.4227, 0.445, 0, 1, 0.  0
41.985, -2.4005, 0.401, 0, 1, 0.  0
42.287, -2.4186, 0.437, 0, 1, 0.  0
42.307, -2.4347, 0.469, 0, 1, 0.  0
42.166, -2.4106, 0.421, 0, 1, 0.  0
42.146, -2.4146, 0.429, 0, 1, 0.  0
42.146, -2.4126, 0.425, 0, 1, 0.  0
42.287, -2.4347, 0.469, 0, 1, 0.  0
42.347, -2.4347, 0.469, 0, 1, 0.  0
42.368, -2.4166, 0.433, 0, 1, 0.  0
42.267, -2.4247, 0.449, 0, 1, 0.  0
42.267, -2.4247, 0.449, 0, 1, 0.  0
42.267, -2.4388, 0.477, 0, 1, 0.  0
42.126, -2.4267, 0.453, 0, 1, 0.  0
42.347, -2.4267, 0.453, 0, 1, 0.  0
42.489, -2.4448, 0.489, 0, 1, 0.  0
42.247, -2.4287, 0.457, 0, 1, 0.  0
41.904, -2.4247, 0.449, 0, 1, 0.  0
42.650, -2.4489, 0.497, 0, 1, 0.  0
42.388, -2.4468, 0.493, 0, 1, 0.  0
42.327, -2.4327, 0.465, 0, 1, 0.  0
42.368, -2.4287, 0.457, 0, 1, 0.  0
42.428, -2.4428, 0.485, 0, 1, 0.  0
42.509, -2.4549, 0.509, 0, 1, 0.  0
42.347, -2.4388, 0.477, 0, 1, 0.  0
42.408, -2.4368, 0.473, 0, 1, 0.  0
42.529, -2.4569, 0.513, 0, 1, 0.  0
42.529, -2.4549, 0.509, 0, 1, 0.  0
40.413, 0.272, 0.315, 1, 1, 0.  0
43.536, -3.6153, 0.946, 0, 1, 0.  0
44.221, -5.10047, -2.4523, 0, 1, 79.999
41. 98, 0.373, 0.  0, 1, 1, 0.  0
42. 25, -1.2844, 0.184, 0, 1, 0.  0
41.804, -2.4086, 0.417, 0, 1, 0.  0
40.373, 0.272, 0.  4, 1, 1, 0.  0
43. 12, -3.6153, 0.946, 0, 1, 0.  0
36.626, 2.970, 0.757, 1, 1, 0.  0
39.587, 0.633, 0. 67, 1, 1, 0.  0
42.307, -1.2763, 0.634, 1, 1, 0.  0
46.578, -7.14243, -5.10070, 0, 1, 200.  0
39.366, 0.250, 0.  2, 1, 1, 0.  0
36.868, 2.869, 1.164, 1, 1, 39.999
43. 73, -3.6012, 0.903, 0, 1, 0.  0
41. 18, -1.2239, 0.123, 0, 1, 0.  0
41.763, -1.2723, 0.172, 0, 1, 0.  0
42.912, -2.4891, 0.578, 0, 1, 0.  0
41.663, -1.2642, 0.164, 0, 1, 0.  0
41.562, -1.2582, 0.158, 0, 1, 0.  0
41.683, -1.2683, 0.168, 0, 1, 0.  0
41.985, -2.4025, 0.405, 0, 1, 0.  0
42.368, -2.4347, 0.469, 0, 1, 0.  0
42.227, -2.4247, 0.449, 0, 1, 0.  0
41.763, -1.2824, 0.182, 0, 1, 0.  0
41.945, -1.2924, 0.192, 0, 1, 0.  0
42.307, -2.4368, 0.473, 0, 1, 0.  0
42.146, -2.4206, 0.441, 0, 1, 0.  0
42. 45, -2.4106, 0.421, 0, 1, 0.  0
42.227, -2.4206, 0.441, 0, 1, 0.  0
42.166, -2.4227, 0.445, 0, 1, 0.  0
42.146, -2.4650, 0.530, 0, 1, 0.  0
42.126, -2.4065, 0.413, 0, 1, 0.  0
42.307, -2.4287, 0.457, 0, 1, 0.  0
42.448, -2.4489, 0.497, 0, 1, 0.  0
42.146, -2.4166, 0.433, 0, 1, 0.  0
42.106, -2.4146, 0.429, 0, 1, 0.  0
42.227, -2.4227, 0.445, 0, 1, 0.  0
42.368, -2.4347, 0.469, 0, 1, 0.  0
42.327, -2.4368, 0.473, 0, 1, 0.  0
42. 25, -2.4045, 0.409, 0, 1, 0.  0
42.146, -2.4126, 0.425, 0, 1, 0.  0
42.347, -2.4287, 0.457, 0, 1, 0.  0
42.287, -2.4368, 0.473, 0, 1, 0.  0
42.166, -2.4166, 0.433, 0, 1, 0.  0
42. 65, -2.4005, 0.401, 0, 1, 0.  0
42.247, -2.4267, 0.453, 0, 1, 0.  0
42.388, -2.4428, 0.485, 0, 1, 0.  0
42.166, -2.4146, 0.429, 0, 1, 0.  0
42. 65, -2.4146, 0.429, 0, 1, 0.  0
42.206, -2.4186, 0.437, 0, 1, 0.  0
42.287, -2.4327, 0.465, 0, 1, 0.  0
42.307, -2.4267, 0.453, 0, 1, 0.  0
42. 45, -2.4126, 0.425, 0, 1, 0.  0
42. 65, -2.4126, 0.425, 0, 1, 0.  0
42.267, -2.4186, 0.437, 0, 1, 0.  0
42.247, -2.4287, 0.457, 0, 1, 0.  0
42.186, -2.4186, 0.437, 0, 1, 0.  0
42.126, -2.4065, 0.413, 0, 1, 0.  0
42.206, -2.4126, 0.425, 0, 1, 0.  0
42.146, -2.4267, 0.453, 0, 1, 0.  0
42.166, -2.4166, 0.433, 0, 1, 0.  0
42.206, -2.4247, 0.449, 0, 1, 0.  0
42.186, -2.4227, 0.445, 0, 1, 0.  0
42.166, -2.4166, 0.433, 0, 1, 0.  0
42.227, -2.4146, 0.429, 0, 1, 0.  0
42.227, -2.4186, 0.437, 0, 1, 0.  0
42.186, -2.4227, 0.445, 0, 1, 0.  0
42.227, -2.4146, 0.429, 0, 1, 0.  0
42.146, -2.4146, 0.429, 0, 1, 0.  0
42.166, -2.4206, 0.441, 0, 1, 0.  0
42.247, -2.4347, 0.469, 0, 1, 0.  0
42.186, -2.4206, 0.441, 0, 1, 0.  0
42.146, -2.4146, 0.429, 0, 1, 0.  0
42.206, -2.4146, 0.429, 0, 1, 0.  0
42.327, -2.4267, 0.453, 0, 1, 0.  0
42.186, -2.4247, 0.449, 0, 1, 0.  0
42.146, -2.4126, 0.425, 0, 1, 0.  0
42.166, -2.4206, 0.441, 0, 1, 0.  0
42.186, -2.4247, 0.449, 0, 1, 0.  0
42.227, -2.4267, 0.453, 0, 1, 0.  0
42.186, -2.4206, 0.441, 0, 1, 0.  0
42.126, -2.4166, 0.433, 0, 1, 0.  0
42.186, -2.4186, 0.437, 0, 1, 0.  0
42.247, -2.4227, 0.445, 0, 1, 0.  0
42.146, -2.4227, 0.445, 0, 1, 0.  0
42.146, -2.4146, 0.429, 0, 1, 0.  0
42.186, -2.4146, 0.429, 0, 1, 0.  0
42.267, -2.4287, 0.457, 0, 1, 0.  0
42.206, -2.4186, 0.437, 0, 1, 0.  0
42.146, -2.4106, 0.421, 0, 1, 0.  0
42.227, -2.4247, 0.449, 0, 1, 0.  0
42.186, -2.4267, 0.453, 0, 1, 0.  0
42.186, -2.4126, 0.425, 0, 1, 0.  0
42.206, -2.4206, 0.441, 0, 1, 0.  0
42.166, -2.4206, 0.441, 0, 1, 0.  0
42.227, -2.4146, 0.429, 0, 1, 0.  0
42.206, -2.4186, 0.437, 0, 1, 0.  0
42.146, -2.4166, 0.433, 0, 1, 0.  0
42.247, -2.4186, 0.437, 0, 1, 0.  0
42.146, -2.4287, 0.457, 0, 1, 0.  0
42.186, -2.4227, 0.445, 0, 1, 0.  0
42.186, -2.4186, 0.437, 0, 1, 0.  0
42.227, -2.4206, 0.441, 0, 1, 0.  0
42.227, -2.4186, 0.437, 0, 1, 0.  0
42.166, -2.4146, 0.429, 0, 1, 0.  0
42.126, -2.4206, 0.441, 0, 1, 0.  0
42.227, -2.4186, 0.437, 0, 1, 0.  0
42.206, -2.4247, 0.449, 0, 1, 0.  0
42.166, -2.4186, 0.437, 0, 1, 0.  0
42.186, -2.4146, 0.429, 0, 1, 0.  0
42.206, -2.4267, 0.453, 0, 1, 0.  0
42.227, -2.4247, 0.449, 0, 1, 0.  0
42.227, -2.4166, 0.433, 0, 1, 0.  0
42. 86, -2.4166, 0.433, 0, 1, 0.  0
42.126, -2.4106, 0.421, 0, 1, 0.  0
42.186, -2.4206, 0.441, 0, 1, 0.  0
42.247, -2.4166, 0.433, 0, 1, 0.  0
42.146, -2.4186, 0.437, 0, 1, 0.  0
42.146, -2.4166, 0.433, 0, 1, 0.  0
42.206, -2.4227, 0.445, 0, 1, 0.  0
42.186, -2.4247, 0.449, 0, 1, 0.  0
42.186, -2.4126, 0.425, 0, 1, 0.  0
42.227, -2.4146, 0.429, 0, 1, 0.  0
42.206, -2.4227, 0.445, 0, 1, 0.  0
42.126, -2.4206, 0.441, 0, 1, 0.  0
42.227, -2.4045, 0.409, 0, 1, 0.  0
42.227, -2.4227, 0.445, 0, 1, 0.  0
42.146, -2.4186, 0.437, 0, 1, 0.  0
42.126, -2.4166, 0.433, 0, 1, 0.  0
42.227, -2.4247, 0.449, 0, 1, 0.  0
42.247, -2.4186, 0.437, 0, 1, 0.  0
42.186, -2.4227, 0.445, 0, 1, 0.  0
42.146, -2.4227, 0.445, 0, 1, 0.  0
42.146, -2.4247, 0.449, 0, 1, 0.  0
42.206, -2.4227, 0.445, 0, 1, 0.  0
42.267, -2.4186, 0.437, 0, 1, 0.  0
42.146, -2.4247, 0.449, 0, 1, 0.  0
42.146, -2.4206, 0.441, 0, 1, 0.  0
42.166, -2.4186, 0.437, 0, 1, 0.  0
42.206, -2.4227, 0.445, 0, 1, 0.  0
42.186, -2.4146, 0.429, 0, 1, 0.  0
42.267, -2.4206, 0.441, 0, 1, 0.  0
42.186, -2.4227, 0.445, 0, 1, 0.  0
42.307, -2.4227, 0.445, 0, 1, 0.  0
42.247, -2.4166, 0.433, 0, 1, 0.  0
42.206, -2.4206, 0.441, 0, 1, 0.  0
42.166, -2.4206, 0.441, 0, 1, 0.  0
42.227, -2.4227, 0.445, 0, 1, 0.  0
42.186, -2.4146, 0.429, 0, 1, 0.  0
42. 86, -2.4227, 0.445, 0, 1, 0.  0
42.186, -2.4146, 0.429, 0, 1, 0.  0
42.186, -2.4146, 0.429, 0, 1, 0.  0
42.227, -2.4247, 0.449, 0, 1, 0.  0
42.227, -2.4206, 0.441, 0, 1, 0.  0
42.227, -2.4227, 0.445, 0, 1, 0.  0
42.206, -2.4227, 0.445, 0, 1, 0.  0
37.331, 4. 78, 1.806, 1, 1, 39.999
37.  9, 4. 18, 2.607, 1, 1, 79.999
42.912, -3.6395, -1.2018, 0, 1, 39.999
43.254, -4.8967, -1.2986, 0, 1, 39.999
39.164, 0.754, 0. 36, 1, 1, 0.  0
40.978, 0.877, 0.  0, 1, 1, 0.  0
41.360, -1.2401, 0.140, 0, 1, 0.  0
40.655, -1.2058, 0.105, 0, 1, 0.  0
40.554, 0.534, 0.  0, 1, 1, 0.  0
41.320, -1.2239, 0.123, 0, 1, 0.  0
42.267, -2.4347, 0.469, 0, 1, 0.  0
41.602, -1.2542, 0.154, 0, 1, 0.  0
41.219, -1.2421, 0.142, 0, 1, 0.  0
41.481, -1.2501, 0.150, 0, 1, 0.  0
42.106, -2.4146, 0.429, 0, 1, 0.  0
40.413, 0.454, 0.  0, 1, 1, 0.  0
40.857, -1.2058, 0.105, 0, 1, 0.  0
40.494, 0.152, 0.  0, 1, 1, 0.  0
42.992, -2.4932, 0.586, 0, 1, 0.  0
38.902, 0.774, 0.150, 1, 1, 0.  0
41. 78, -1.2199, 0.119, 0, 1, 0.  0
43.133, -3.6476, -1.2042, 0, 1, 39.999
39. 64, 0.875, 0. 52, 1, 1, 0.  0
39.467, 0.673, 0.342, 1, 1, 0.  0
40.695, 0.655, 0.  0, 1, 1, 0.  0
45.329, -4.8402, -1.2479, 0, 1, 39.999
42.952, -2.4851, 0.392, 0, 1, 0.  0
42.489, -2.4730, 0.546, 0, 1, 0.  0
42.468, -2.4468, 0.493, 0, 1, 0.  0
41.683, -1.2542, 0.154, 0, 1, 0.  0
40.978, 0.978, 0.  0, 1, 1, 0.  0
42. 86, -2.4086, 0.417, 0, 1, 0.  0
42.448, -2.4347, 0.469, 0, 1, 0.  0
41.501, -1.2602, 0.160, 0, 1, 0.  0
41.239, -1.2239, 0.123, 0, 1, 0.  0
41.804, -1.2824, 0.182, 0, 1, 0.  0
42.287, -2.4307, 0.461, 0, 1, 0.  0
41.542, -1.2804, 0.180, 0, 1, 0.  0
41.421, -1.2401, 0.140, 0, 1, 0.  0
41.924, -1.2783, 0.178, 0, 1, 0.  0
42.287, -2.4287, 0.457, 0, 1, 0.  0
42.106, -2.4166, 0.433, 0, 1, 0.  0
41.965, -1.2824, 0.182, 0, 1, 0.  0
42. 65, -2.4005, 0.401, 0, 1, 0.  0
42.549, -2.4448, 0.489, 0, 1, 0.  0
42.368, -2.4388, 0.477, 0, 1, 0.  0
42.146, -2.4005, 0.401, 0, 1, 0.  0
42. 86, -2.4106, 0.421, 0, 1, 0.  0
42.206, -2.4287, 0.457, 0, 1, 0.  0
42.468, -2.4428, 0.485, 0, 1, 0.  0
42.368, -2.4307, 0.461, 0, 1, 0.  0
42. 86, -2.4630, 0.526, 0, 1, 0.  0
42.206, -2.4186, 0.437, 0, 1, 0.  0
42.247, -2.4086, 0.417, 0, 1, 0.  0
42.408, -2.4448, 0.489, 0, 1, 0.  0
42.388, -2.4247, 0.449, 0, 1, 0.  0
42.166, -2.4146, 0.429, 0, 1, 0.  0
42.287, -2.4327, 0.465, 0, 1, 0.  0
42.428, -2.4468, 0.493, 0, 1, 0.  0
42.368, -2.4287, 0.457, 0, 1, 0.  0
42.448, -2.4448, 0.489, 0, 1, 0.  0
42.408, -2.4489, 0.497, 0, 1, 0.  0
42.307, -2.4327, 0.465, 0, 1, 0.  0
42.408, -2.4347, 0.469, 0, 1, 0.  0
42.509, -2.4489, 0.497, 0, 1, 0.  0
42.690, -2.4690, 0.538, 0, 1, 0.  0
42.589, -2.4529, 0.505, 0, 1, 0.  0
