14557, 58.344, -6.12675
14558, 58. 82, -6.12465
14559, 58.283, -6.12627
14560, 58.142, -6.12514
14561, 58.102, -6.12482
14562, 58.243, -6.12594
14563, 58. 42, -6.12433
14564, 58.404, -6.12723
14565, 58.163, -6.12530
14566, 57.780, -5.10446
14567, 58.304, -6.12643
14568, 58.304, -6.12643
14569, 58.223, -6.12578
14570, 58.324, -6.12659
14571, 58.263, -6.12610
14572, 58.183, -6.12546
14573, 58.263, -6.12610
14574, 58. 62, -6.12723
14575, 58.324, -6.12659
14576, 58.223, -6.12578
14577, 58.142, -6.12562
14578, 58.404, -6.12723
14579, 58. 21, -6.12417
14580, 58. 82, -6.12578
14581, 58.283, -6.12546
14582, 58.384, -6.12610
14583, 58.142, -6.12401
14584, 58.324, -6.12643
14585, 58.706, -6.12433
14586, 58.163, -6.12530
14587, 57.941, -6.12627
14588, 58. 62, -6.12514
14589, 58.142, -6.12530
14590, 58.324, -6.12546
14591, 58.283, -6.12627
14592, 58.142, -6.12417
14593, 58.304, -6.12514
14594, 58.324, -6.12417
14595, 58.102, -6.12707
14596, 58.223, -6.12465
14597, 58.203, -5.10587
14598, 58.263, -6.12627
14599, 58.203, -6.12578
14600, 58. 62, -6.12610
14601, 58.283, -6.12691
14602, 58.304, -6.12627
14603, 58.324, -6.12482
14604, 58.243, -6.12659
14605, 58.183, -6.12546
14606, 58.223, -6.12578
14607, 58.243, -6.12594
14608, 58.243, -6.12594
14609, 58.263, -6.12610
14610, 58.163, -6.12530
14611, 58.263, -6.12610
14612, 58.283, -6.12627
14613, 58. 82, -6.12465
14614, 58.183, -6.12546
14615, 58.384, -6.12707
14616, 58.203, -6.12562
14617, 58.304, -6.12643
14618, 58.263, -6.12610
14619, 58.183, -6.12546
14620, 58. 42, -6.12433
14621, 58.445, -6.12756
14622, 58.223, -6.12578
14623, 58.283, -6.12627
14624, 58.243, -6.12594
14625, 58.283, -6.12627
14626, 58.223, -6.12578
14627, 58.142, -6.12514
14628, 58.223, -6.12578
14629, 58.324, -6.12659
14630, 58. 42, -6.12433
14631, 58.102, -6.12482
14632, 58.203, -6.12562
14633, 58.324, -6.12659
14634, 58.142, -6.12514
14635, 58.283, -6.12627
14636, 58. 21, -6.12417
14637, 58.142, -6.12514
14638, 58.384, -6.12707
14639, 58.203, -6.12562
14640, 58.163, -6.12530
14641, 58.102, -6.12482
14642, 58.142, -6.12514
14643, 58.283, -6.12627
14644, 58.263, -6.12514
14645, 58.163, -6.12530
14646, 57.941, -5.10558
14647, 58.122, -6.12578
14648, 58.203, -6.12562
14649, 58.344, -6.12675
14650, 58.243, -6.12594
14651, 58.122, -6.12498
14652, 58. 82, -6.12465
14653, 58. 82, -6.12465
14654, 58.324, -6.12659
14655, 58.243, -6.12594
14656, 58. 21, -6.12417
14657, 58.384, -6.12707
14658, 58.223, -6.12578
14659, 57.981, -5.10587
14660, 58.243, -6.12594
14661, 58.424, -6.12739
14662, 58.163, -6.12530
14663, 58.183, -6.12546
14664, 58.263, -6.12610
14665, 58. 42, -6.12433
14666, 58.304, -6.12675
14667, 58. 42, -6.12594
14668, 58.505, -6.12465
14669, 58.203, -6.12546
14670, 58.263, -6.12530
14671, 58.183, -6.12465
14672, 58.243, -6.12546
14673, 58.142, -6.12514
14674, 58.203, -6.12659
14675, 58.263, -6.12659
14676, 58.404, -6.12723
14677, 58.545, -6.12530
14678, 58.183, -6.12594
14679, 58.263, -6.12610
14680, 58.243, -6.12530
14681, 58. 62, -6.12610
14682, 58.223, -6.12627
14683, 58.183, -6.12465
14684, 58.283, -6.12691
14685, 58.263, -6.12659
14686, 58.163, -6.12498
14687, 58.344, -6.12546
14688, 58.183, -6.12562
14689, 58.203, -6.12707
14690, 58.183, -6.12449
14691, 58.304, -6.12643
14692, 58.364, -6.12691
14693, 58.142, -6.12514
14694, 58.  1, -6.12401
14695, 58.344, -6.12675
14696, 58.304, -6.12643
14697, 58.203, -6.12562
14698, 58.223, -6.12578
14699, 58.243, -6.12594
14700, 58.384, -6.12707
14701, 58.263, -6.12610
14702, 58.324, -6.12659
14703, 58.142, -6.12514
14704, 58.203, -6.12562
14705, 58.304, -6.12643
14706, 58.142, -6.12514
14707, 58.203, -6.12562
14708, 58.304, -6.12643
14709, 58.223, -6.12578
14710, 58.183, -6.12546
14711, 58.183, -6.12546
14712, 58.404, -6.12723
14713, 58.122, -6.12498
14714, 58.203, -6.12562
14715, 58.263, -6.12610
14716, 58.485, -6.12788
14717, 58.243, -6.12594
14718, 58.304, -6.12643
14719, 58.364, -6.12691
14720, 58.203, -6.12562
14721, 58.485, -6.12788
14722, 58.243, -6.12594
14723, 58.304, -6.12643
14724, 58.324, -6.12659
14725, 58.223, -6.12578
14726, 58.223, -6.12578
14727, 58.163, -6.12530
14728, 58.142, -6.12514
14729, 58.223, -6.12578
14730, 58.263, -6.12610
14731, 58.223, -6.12578
14732, 58.223, -6.12578
14733, 58.364, -6.12691
14734, 57.981, -5.10587
14735, 58.304, -6.12643
14736, 58.223, -6.12578
14737, 58.243, -6.12594
14738, 58.243, -6.12594
14739, 58.203, -6.12562
14740, 58.163, -6.12691
14741, 58.142, -6.12514
14742, 58.243, -6.12594
14743, 58.304, -6.12643
14744, 58.223, -6.12578
14745, 58. 21, -6.12417
14746, 58.304, -6.12449
14747, 58.183, -6.12546
14748, 58.142, -6.12514
14749, 58.163, -6.12530
14750, 58.404, -6.12723
14751, 58.384, -6.12659
14752, 58.243, -6.12643
14753, 58.324, -6.12562
14754, 58.304, -6.12546
14755, 58.344, -6.12643
14756, 58. 42, -6.12739
14757, 58.384, -6.12514
14758, 58.203, -6.12610
14759, 58.324, -6.12530
14760, 58.283, -6.12449
14761, 58.122, -6.12562
14762, 58.223, -6.12675
14763, 58.283, -6.12562
14764, 58.304, -6.12691
14765, 58.223, -6.12546
14766, 58.  1, -6.12578
14767, 58.243, -6.12675
14768, 58. 42, -6.12723
14769, 58.203, -6.12627
14770, 58.183, -6.12578
14771, 58.223, -6.12546
14772, 58. 21, -6.12417
14773, 58.122, -6.12804
14774, 58.424, -6.12610
14775, 58.263, -6.12610
14776, 58.384, -6.12707
14777, 58.163, -6.12530
14778, 58. 62, -6.12449
14779, 58.223, -6.12578
14780, 58. 82, -6.12465
14781, 58. 42, -6.12433
14782, 58.142, -6.12514
14783, 58. 21, -6.12417
14784, 58.203, -6.12562
14785, 58. 62, -6.12449
14786, 58.223, -6.12578
14787, 58.203, -6.12562
14788, 58.565, -6.12852
14789, 58.263, -6.12610
14790, 58.344, -6.12675
14791, 57.981, -5.10587
14792, 58.223, -6.12578
14793, 58.344, -6.12675
14794, 58.263, -6.12610
14795, 58.243, -6.12594
14796, 58. 62, -6.12449
14797, 58. 21, -6.12417
14798, 58.364, -6.12691
14799, 58.424, -6.12739
14800, 58.283, -6.12627
14801, 58. 42, -6.12433
14802, 58.142, -6.12514
14803, 58.404, -6.12723
14804, 58.445, -6.12756
14805, 58. 42, -6.12433
14806, 58.243, -6.12594
14807, 58.223, -6.12578
14808, 58.142, -6.12514
14809, 58.163, -6.12530
14810, 58.283, -6.12627
14811, 58.263, -6.12610
14812, 58.344, -6.12675
14813, 58.304, -6.12643
14814, 58.102, -6.12482
14815, 58.102, -6.12482
14816, 58.142, -6.12514
14817, 58.424, -6.12739
14818, 58.142, -6.12514
14819, 58. 62, -6.12449
14820, 58.223, -6.12578
14821, 58. 42, -6.12433
14822, 58.424, -6.12739
14823, 58.243, -6.12594
14824, 58.203, -6.12562
14825, 58.243, -6.12594
14826, 58. 62, -6.12449
14827, 58.163, -6.12530
14828, 58.243, -6.12594
14829, 58.485, -6.12788
14830, 58.243, -6.12594
14831, 58.223, -6.12578
14832, 58.163, -6.12530
14833, 58. 62, -6.12546
14834, 58.324, -6.12594
14835, 58.344, -6.12594
14836, 58. 82, -6.12465
14837, 58.505, -6.12594
14838, 58.203, -6.12578
14839, 58.163, -6.12530
14840, 58.203, -6.12546
14841, 58. 42, -6.12578
14842, 58.122, -6.12498
14843, 58.344, -6.12530
14844, 58.364, -6.12723
14845, 58.364, -6.12691
14846, 58.142, -6.12562
14847, 58.183, -6.12562
14848, 58.142, -6.12610
14849, 58.364, -6.12514
14850, 58.203, -6.12594
14851, 58.142, -6.12530
14852, 58.344, -6.12482
14853, 58.364, -6.12643
14854, 58.142, -6.12498
14855, 58. 82, -6.12594
14856, 58.183, -6.12756
14857, 58.203, -6.12610
14858, 58.183, -6.12610
14859, 58.324, -6.12659
14860, 58.283, -6.12627
14861, 58.304, -6.12643
14862, 58.102, -6.12482
14863, 58. 62, -6.12449
14864, 58.263, -6.12610
14865, 58.304, -6.12643
14866, 58.263, -6.12610
14867, 58.283, -6.12627
14868, 58.163, -6.12530
14869, 58.364, -6.12691
14870, 58.203, -6.12562
14871, 58. 82, -6.12465
14872, 58.324, -6.12659
14873, 58.324, -6.12659
14874, 58.445, -6.12756
14875, 58.183, -6.12546
14876, 58. 62, -6.12449
14877, 58.404, -6.12723
14878, 58. 82, -6.12465
14879, 58.183, -6.12546
14880, 58.223, -6.12578
14881, 58.344, -6.12675
14882, 58. 62, -6.12449
14883, 58.364, -6.12691
14884, 58.364, -6.12691
14885, 58.203, -6.12562
14886, 58.324, -6.12659
14887, 58.404, -6.12723
14888, 58.283, -6.12627
14889, 58. 21, -6.12417
14890, 58.344, -6.12675
14891, 58.263, -6.12610
14892, 58.364, -6.12691
14893, 58.223, -6.12578
14894, 57.981, -5.10587
14895, 58.183, -6.12546
14896, 58.203, -6.12562
14897, 58.283, -6.12627
14898, 58.324, -6.12659
14899, 58.163, -6.12530
14900, 58.304, -6.12643
14901, 58. 82, -6.12465
14902, 58.142, -6.12514
14903, 58.324, -6.12659
14904, 58. 82, -6.12465
14905, 58.102, -6.12482
14906, 58.324, -6.12449
14907, 58.163, -6.12530
14908, 58.263, -6.12610
14909, 58.404, -6.12659
14910, 58.142, -6.12514
14911, 58.223, -6.12578
14912, 58.283, -6.12482
14913, 58.142, -6.12514
14914, 58.263, -6.12610
14915, 58.304, -6.12643
14916, 58.324, -6.12659
